Rank,Author,Title,Citations,Year,Source,cit/year
62,"He, X Zhang, S Ren, J Sun",Deep residual learning for image recognition,18458,2016,https://en.cnki.com.cn/Article_en/CJFDTotal-JSJZ200902058.htm,4614
